Ffactor,Fbar,Catch_2017,Catch_2018,Catch_2019,Catch_2020,SSB_2018,SSB_2019,SSB_2020,Change_SSB_2019-2020(%),Change_Catch_2018-2019(%)
0,0,82961.0552536913,1000,0,0,904098.270639837,1041093.31977242,1217241.41499151,16.9195298705399,-100
0.01,0.000668959151852137,82961.0552536913,1000,1043.34313621831,1191.73712724608,904098.270639837,1041093.31977242,1216328.29111282,16.8318217024677,4.33431362183092
0.02,0.00133791830370427,82961.0552536913,1000,2085.92185320569,2380.94744863028,904098.270639837,1041093.31977242,1215415.88655181,16.7441826269234,108.592185320569
0.03,0.00200687745555641,82961.0552536913,1000,3127.73675210223,3567.63549602382,904098.270639837,1041093.31977242,1214504.20072399,16.6566125877625,212.773675210223
0.04,0.00267583660740855,82961.0552536913,1000,4168.78843355747,4751.80579350519,904098.270639837,1041093.31977242,1213593.23304531,16.5691115288873,316.878843355747
0.05,0.00334479575926068,82961.0552536913,1000,5209.07749773072,5933.46285737331,904098.270639837,1041093.31977242,1212682.98293223,16.4816793942465,420.907749773073
0.06,0.00401375491111282,82961.0552536913,1000,6248.60454429156,7112.61119616085,904098.270639837,1041093.31977242,1211773.44980169,16.3943161278353,524.860454429156
0.07,0.00468271406296496,82961.0552536913,1000,7287.37017242017,8289.25531064739,904098.270639837,1041093.31977242,1210864.6330711,16.3070216736954,628.737017242018
0.08,0.00535167321481709,82961.0552536913,1000,8325.37498080781,9463.39969387266,904098.270639837,1041093.31977242,1209956.53215839,16.2197959759148,732.537498080781
0.09,0.00602063236666923,82961.0552536913,1000,9362.61956765715,10635.0488311497,904098.270639837,1041093.31977242,1209049.14648192,16.1326389786282,836.261956765716
0.1,0.00668959151852136,82961.0552536913,1000,10399.1045306828,11804.2072000779,904098.270639837,1041093.31977242,1208142.47546058,16.0455506260163,939.910453068277
0.11,0.0073585506703735,82961.0552536913,1000,11434.8304671115,12970.8792705563,904098.270639837,1041093.31977242,1207236.51851371,15.9585308623062,1043.48304671115
0.12,0.00802750982222564,82961.0552536913,1000,12469.7979736828,14135.0695047966,904098.270639837,1041093.31977242,1206331.27506115,15.8715796317713,1146.97979736828
0.13,0.00869646897407778,82961.0552536913,1000,13504.0076466492,15296.7823573363,904098.270639837,1041093.31977242,1205426.74452322,15.7846968787313,1250.40076466492
0.14,0.00936542812592991,82961.0552536913,1000,14537.4600817769,16456.0222750515,904098.270639837,1041093.31977242,1204522.9263207,15.6978825475519,1353.74600817769
0.15,0.010034387277782,82961.0552536913,1000,15570.1558743457,17612.7936971705,904098.270639837,1041093.31977242,1203619.81987489,15.611136582645,1457.01558743457
0.16,0.0107033464296342,82961.0552536913,1000,16602.09561915,18767.1010552862,904098.270639837,1041093.31977242,1202717.42460752,15.5244589284689,1560.209561915
0.17,0.0113723055814863,82961.0552536913,1000,17633.2799104986,19918.9487733694,904098.270639837,1041093.31977242,1201815.73994085,15.4378495295275,1663.32799104986
0.18,0.0120412647333385,82961.0552536913,1000,18663.7093422157,21068.3412677817,904098.270639837,1041093.31977242,1200914.76529758,15.351308330371,1766.37093422157
0.19,0.0127102238851906,82961.0552536913,1000,19693.3845076408,22215.2829472885,904098.270639837,1041093.31977242,1200014.50010091,15.2648352755956,1869.33845076408
0.2,0.0133791830370427,82961.0552536913,1000,20722.3059996294,23359.778213072,904098.270639837,1041093.31977242,1199114.94377451,15.1784303098434,1972.23059996294
0.21,0.0140481421888949,82961.0552536913,1000,21750.4744105534,24501.8314587438,904098.270639837,1041093.31977242,1198216.09574254,15.0920933778024,2075.04744105534
0.22,0.014717101340747,82961.0552536913,1000,22777.8903323011,25641.4470703582,904098.270639837,1041093.31977242,1197317.95542961,15.0058244242065,2177.78903323011
0.23,0.0153860604925991,82961.0552536913,1000,23804.5543562784,26778.6294264247,904098.270639837,1041093.31977242,1196420.52226084,14.9196233938355,2280.45543562784
0.24,0.0160550196444513,82961.0552536913,1000,24830.4670734084,27913.3828979209,904098.270639837,1041093.31977242,1195523.79566181,14.8334902315147,2383.04670734084
0.25,0.0167239787963034,82961.0552536913,1000,25855.6290741322,29045.7118483056,904098.270639837,1041093.31977242,1194627.77505858,14.7474248821157,2485.56290741323
0.26,0.0173929379481556,82961.0552536913,1000,26880.0409484093,30175.6206335312,904098.270639837,1041093.31977242,1193732.45987768,14.6614272905553,2588.00409484094
0.27,0.0180618971000077,82961.0552536913,1000,27903.7032857179,31303.1136020569,904098.270639837,1041093.31977242,1192837.84954612,14.5754974017963,2690.37032857179
0.28,0.0187308562518598,82961.0552536913,1000,28926.6166750552,32428.1950948609,904098.270639837,1041093.31977242,1191943.94349139,14.489635160847,2792.66166750552
0.29,0.019399815403712,82961.0552536913,1000,29948.7817049382,33550.8694454538,904098.270639837,1041093.31977242,1191050.74114145,14.4038405127613,2894.87817049382
0.3,0.0200687745555641,82961.0552536913,1000,30970.1989634037,34671.1409798906,904098.270639837,1041093.31977242,1190158.24192473,14.3181134026388,2997.01989634037
0.31,0.0207377337074162,82961.0552536913,1000,31990.8690380087,35789.0140167839,904098.270639837,1041093.31977242,1189266.44527014,14.2324537756245,3099.08690380087
0.32,0.0214066928592684,82961.0552536913,1000,33010.7925158313,36904.4928673164,904098.270639837,1041093.31977242,1188375.35060707,14.146861576909,3201.07925158313
0.33,0.0220756520111205,82961.0552536913,1000,34029.9699834702,38017.5818352536,904098.270639837,1041093.31977242,1187484.95736537,14.0613367517282,3302.99699834703
0.34,0.0227446111629726,82961.0552536913,1000,35048.4020270463,39128.2852169563,904098.270639837,1041093.31977242,1186595.26497536,13.9758792453636,3404.84020270463
0.35,0.0234135703148248,82961.0552536913,1000,36066.0892322019,40236.6073013932,904098.270639837,1041093.31977242,1185706.27286785,13.8904890031419,3506.60892322019
0.36,0.0240825294666769,82961.0552536913,1000,37083.0321841018,41342.5523701536,904098.270639837,1041093.31977242,1184817.98047412,13.8051659704352,3608.30321841018
0.37,0.024751488618529,82961.0552536913,1000,38099.2314674337,42446.12469746,904098.270639837,1041093.31977242,1183930.3872259,13.719910092661,3709.92314674337
0.38,0.0254204477703812,82961.0552536913,1000,39114.6876664081,43547.3285501803,904098.270639837,1041093.31977242,1183043.49255541,13.634721315282,3811.46876664081
0.39,0.0260894069222333,82961.0552536913,1000,40129.4013647594,44646.1681878408,904098.270639837,1041093.31977242,1182157.29589534,13.5495995838061,3912.94013647595
0.4,0.0267583660740855,82961.0552536913,1000,41143.3731457457,45742.6478626382,904098.270639837,1041093.31977242,1181271.79667884,13.4645448437862,4014.33731457457
0.41,0.0274273252259376,82961.0552536913,1000,42156.6035921494,46836.7718194526,904098.270639837,1041093.31977242,1180386.99433955,13.3795570408209,4115.66035921494
