Ffactor,Fbar,Catch_2017,Catch_2018,Catch_2019,Catch_2020,SSB_2018,SSB_2019,SSB_2020,Change_SSB_2019-2020(%),Change_Catch_2018-2019(%)
0,0,82961.0552536913,94000,0,0,904098.270639837,960378.350600591,1133055.87033104,17.9801553858914,-100
0.01,0.000668959151852137,82961.0552536913,94000,970.511142557099,1117.79680943175,904098.270639837,960378.350600591,1132210.5878078,17.8921398113306,-98.9675413377052
0.02,0.00133791830370427,82961.0552536913,94000,1940.31579484877,2233.2440201894,904098.270639837,960378.350600591,1131365.9686267,17.8041933076878,-97.9358342607992
0.03,0.00200687745555641,82961.0552536913,94000,2909.41451029436,3346.34582461223,904098.270639837,960378.350600591,1130522.01225018,17.7163158189876,-96.9048781805379
0.04,0.00267583660740855,82961.0552536913,94000,3877.80784186272,4457.10640785493,904098.270639837,960378.350600591,1129678.71814108,17.6285072893008,-95.8746725086567
0.05,0.00334479575926068,82961.0552536913,94000,4845.49634207259,5565.52994789978,904098.270639837,960378.350600591,1128836.08576274,17.5407676627447,-94.8452166573696
0.06,0.00401375491111282,82961.0552536913,94000,5812.48056299293,6671.62061556881,904098.270639837,960378.350600591,1127994.1145789,17.4530968834827,-93.8165100393692
0.07,0.00468271406296496,82961.0552536913,94000,6778.76105624335,7775.38257453599,904098.270639837,960378.350600591,1127152.80405378,17.3654948957245,-92.7885520678262
0.08,0.00535167321481709,82961.0552536913,94000,7744.33837299443,8876.81998133932,904098.270639837,960378.350600591,1126312.15365201,17.2779616437259,-91.7613421563889
0.09,0.00602063236666923,82961.0552536913,94000,8709.21306396815,9975.93698539298,904098.270639837,960378.350600591,1125472.16283868,17.190497071789,-90.7348797191828
0.1,0.00668959151852136,82961.0552536913,94000,9673.38567943821,11072.7377289994,904098.270639837,960378.350600591,1124632.83107933,17.1031011242619,-89.7091641708104
0.11,0.0073585506703735,82961.0552536913,94000,10636.8567692304,12167.2263473614,904098.270639837,960378.350600591,1123794.15783993,17.0157737455389,-88.6841949263506
0.12,0.00802750982222564,82961.0552536913,94000,11599.6268827231,13259.4069685941,904098.270639837,960378.350600591,1122956.14258689,16.9285148800602,-87.6599714013583
