Ffactor,Fbar,Catch_2017,Catch_2018,Catch_2019,Catch_2020,SSB_2018,SSB_2019,SSB_2020,Change_SSB_2019-2020(%),Change_Catch_2018-2019(%)
0,0,82961.0552536913,158000,0,0,904098.270639837,905152.724318626,1075219.74731292,18.7887655226704,-100
0.01,0.000668959151852137,82961.0552536913,158000,920.550431858461,1066.91593770222,904098.270639837,905152.724318626,1074420.95001261,18.7005155203402,-99.4173731443934
0.02,0.00133791830370427,82961.0552536913,158000,1840.43401154927,2131.60385381005,904098.270639837,905152.724318626,1073622.77777249,18.6123345737797,-98.8351683471207
0.03,0.00200687745555641,82961.0552536913,158000,2759.65125989446,3194.06770819844,904098.270639837,905152.724318626,1072825.23008703,18.5242226271398,-98.2533852785478
0.04,0.00267583660740855,82961.0552536913,158000,3678.20269729292,4254.3114539735,904098.270639837,905152.724318626,1072028.30645113,18.4361796246175,-97.6720236093083
0.05,0.00334479575926068,82961.0552536913,158000,4596.08884372072,5312.33903748399,904098.270639837,905152.724318626,1071232.0063601,18.3482055104562,-97.0910830103033
0.06,0.00401375491111282,82961.0552536913,158000,5513.31021873152,6368.15439833275,904098.270639837,905152.724318626,1070436.32930968,18.2603002289451,-96.5105631527016
0.07,0.00468271406296496,82961.0552536913,158000,6429.86734145684,7421.76146938813,904098.270639837,905152.724318626,1069641.27479602,18.1724637244194,-95.9304637079387
0.08,0.00535167321481709,82961.0552536913,158000,7345.76073060648,8473.16417679543,904098.270639837,905152.724318626,1068846.84231569,18.0846959412608,-95.3507843477174
0.09,0.00602063236666923,82961.0552536913,158000,8260.99090446884,9522.36643998824,904098.270639837,905152.724318626,1068053.03136566,17.9969968238964,-94.7715247440071
0.1,0.00668959151852136,82961.0552536913,158000,9175.55838091128,10569.3721716999,904098.270639837,905152.724318626,1067259.84144334,17.9093663167996,-94.1926845690435
0.11,0.0073585506703735,82961.0552536913,158000,10089.4636773804,11614.1852779747,904098.270639837,905152.724318626,1066467.27204654,17.8218043644896,-93.6142634953288
0.12,0.00802750982222564,82961.0552536913,158000,11002.7073109027,12656.8096581794,904098.270639837,905152.724318626,1065675.32267349,17.7343109115315,-93.0362611956312
0.13,0.00869646897407778,82961.0552536913,158000,11915.2897980842,13697.2492050145,904098.270639837,905152.724318626,1064883.99282283,17.646885902536,-92.4586773429847
0.14,0.00936542812592991,82961.0552536913,158000,12827.2116551118,14735.5078045254,904098.270639837,905152.724318626,1064093.28199362,17.55952928216,-91.8815116106887
0.15,0.010034387277782,82961.0552536913,158000,13738.4733977529,15771.5893361138,904098.270639837,905152.724318626,1063303.18968534,17.4722409951057,-91.3047636723083
0.16,0.0107033464296342,82961.0552536913,158000,14649.0755413558,16805.4976725489,904098.270639837,905152.724318626,1062513.71539787,17.3850209861214,-90.7284332016736
0.17,0.0113723055814863,82961.0552536913,158000,15559.0186008503,17837.2366799787,904098.270639837,905152.724318626,1061724.85863151,17.2978692000008,-90.1525198728796
0.18,0.0120412647333385,82961.0552536913,158000,16468.3030907481,18866.8102179413,904098.270639837,905152.724318626,1060936.61888697,17.2107855815833,-89.577023360286
0.19,0.0127102238851906,82961.0552536913,158000,17376.9295251428,19894.2221393759,904098.270639837,905152.724318626,1060148.99566537,17.123770075754,-89.0019433385172
0.2,0.0133791830370427,82961.0552536913,158000,18284.8984177106,20919.4762906339,904098.270639837,905152.724318626,1059361.98846826,17.0368226274434,-88.4272794824616
