Ffactor,Fbar,Catch_2017,Catch_2018,Catch_2019,Catch_2020,SSB_2018,SSB_2019,SSB_2020,Change_SSB_2019-2020(%),Change_Catch_2018-2019(%)
0,0,82961.0552536913,127000,0,0,904098.270639837,931868.290716065,1103223.48442039,18.38834902008,-100
0.01,0.000668959151852137,82961.0552536913,127000,944.73297179075,1091.56100620584,904098.270639837,931868.290716065,1102402.19246226,18.3002151103511,-99.2561157702435
0.02,0.00133791830370427,82961.0552536913,127000,1888.77991600567,2180.83514187753,904098.270639837,931868.290716065,1101581.54408155,18.2121502637536,-98.5127717196806
0.03,0.00200687745555641,82961.0552536913,127000,2832.14136923018,3267.8264793622,904098.270639837,931868.290716065,1100761.53875724,18.1241544243762,-97.769967425803
0.04,0.00267583660740855,82961.0552536913,127000,3774.81786761331,4352.53908403703,904098.270639837,931868.290716065,1099942.17596874,18.0362275363536,-97.0277024664462
0.05,0.00334479575926068,82961.0552536913,127000,4716.80994686808,5434.97701432111,904098.270639837,931868.290716065,1099123.4551959,17.948369543867,-96.2859764197889
0.06,0.00401375491111282,82961.0552536913,127000,5658.11814227188,6515.14432168721,904098.270639837,931868.290716065,1098305.37591898,17.8605803911435,-95.5447888643529
0.07,0.00468271406296496,82961.0552536913,127000,6598.74298866679,7593.04505067358,904098.270639837,931868.290716065,1097487.93761869,17.7728600224566,-94.8041393790025
0.08,0.00535167321481709,82961.0552536913,127000,7538.68502045998,8668.68323889569,904098.270639837,931868.290716065,1096671.13977615,17.6852083821258,-94.0640275429449
0.09,0.00602063236666923,82961.0552536913,127000,8477.94477162406,9742.06291705801,904098.270639837,931868.290716065,1095854.98187294,17.5976254145165,-93.3244529357291
0.1,0.00668959151852136,82961.0552536913,127000,9416.52277569743,10813.1881089657,904098.270639837,931868.290716065,1095039.46339102,17.5101110640404,-92.5854151372461
0.11,0.0073585506703735,82961.0552536913,127000,10354.4195657847,11882.0628315363,904098.270639837,931868.290716065,1094224.58381283,17.422665275155,-91.8469137277286
0.12,0.00802750982222564,82961.0552536913,127000,11291.6356745569,12948.6910948114,904098.270639837,931868.290716065,1093410.34262121,17.3352879923638,-91.1089482877505
0.13,0.00869646897407778,82961.0552536913,127000,12228.171634252,14013.0769019685,904098.270639837,931868.290716065,1092596.73929944,17.2479791602163,-90.3715183982268
0.14,0.00936542812592991,82961.0552536913,127000,13164.0279766753,15075.2242493322,904098.270639837,931868.290716065,1091783.7733312,17.1607387233077,-89.6346236404132
0.15,0.010034387277782,82961.0552536913,127000,14099.2052331995,16135.1371263865,904098.270639837,931868.290716065,1090971.44420064,17.0735666262791,-88.8982635959059
0.16,0.0107033464296342,82961.0552536913,127000,15033.7039347655,17192.8195157856,904098.270639837,931868.290716065,1090159.75139231,16.9864628138175,-88.1624378466413
0.17,0.0113723055814863,82961.0552536913,127000,15967.5246118824,18248.2753933661,904098.270639837,931868.290716065,1089348.69439118,16.8994272306554,-87.4271459748958
0.18,0.0120412647333385,82961.0552536913,127000,16900.6677946279,19301.5087281583,904098.270639837,931868.290716065,1088538.27268267,16.8124598215714,-86.6923875632851
0.19,0.0127102238851906,82961.0552536913,127000,17833.1340126489,20352.523482398,904098.270639837,931868.290716065,1087728.4857526,16.7255605313893,-85.9581621947646
0.2,0.0133791830370427,82961.0552536913,127000,18764.9237951616,21401.3236115375,904098.270639837,931868.290716065,1086919.33308725,16.638729304979,-85.2244694526286
0.21,0.0140481421888949,82961.0552536913,127000,19696.037670952,22447.9130642576,904098.270639837,931868.290716065,1086110.81417328,16.5519660872557,-84.4913089205102
0.22,0.014717101340747,82961.0552536913,127000,20626.4761683763,23492.2957824789,904098.270639837,931868.290716065,1085302.92849781,16.4652708231802,-83.7586801823809
0.23,0.0153860604925991,82961.0552536913,127000,21556.2398153609,24534.4757013733,904098.270639837,931868.290716065,1084495.67554836,16.378643457759,-83.0265828225505
0.24,0.0160550196444513,82961.0552536913,127000,22485.3291394033,25574.4567493754,904098.270639837,931868.290716065,1083689.0548129,16.2920839360439,-82.2950164256667
0.25,0.0167239787963034,82961.0552536913,127000,23413.7446675721,26612.242848194,904098.270639837,931868.290716065,1082883.06577981,16.2055922031322,-81.5639805767149
0.26,0.0173929379481556,82961.0552536913,127000,24341.4869265074,27647.8379128233,904098.270639837,931868.290716065,1082077.70793788,16.1191682041667,-80.8334748610178
0.27,0.0180618971000077,82961.0552536913,127000,25268.5564424213,28681.2458515546,904098.270639837,931868.290716065,1081272.98077634,16.0328118843355,-80.1034988642352
0.28,0.0187308562518598,82961.0552536913,127000,26194.953741098,29712.4705659875,904098.270639837,931868.290716065,1080468.88378485,15.9465231888719,-79.3740521723637
0.29,0.019399815403712,82961.0552536913,127000,27120.6793478946,30741.5159510412,904098.270639837,931868.290716065,1079665.41645346,15.8603020630547,-78.6451343717366
0.3,0.0200687745555641,82961.0552536913,127000,28045.7337877408,31768.3858949659,904098.270639837,931868.290716065,1078862.57827267,15.7741484522079,-77.916745049023
0.31,0.0207377337074162,82961.0552536913,127000,28970.1175851398,32793.0842793542,904098.270639837,931868.290716065,1078060.36873339,15.6880623017006,-77.1888837912285
0.32,0.0214066928592684,82961.0552536913,127000,29893.8312641686,33815.6149791522,904098.270639837,931868.290716065,1077258.78732697,15.6020435569473,-76.461550185694
0.33,0.0220756520111205,82961.0552536913,127000,30816.8753484781,34835.9818626709,904098.270639837,931868.290716065,1076457.83354514,15.5160921634076,-75.734743820096
0.34,0.0227446111629726,82961.0552536913,127000,31739.2503612935,35854.1887915974,904098.270639837,931868.290716065,1075657.50688009,15.4302080665859,-75.0084642824461
0.35,0.0234135703148248,82961.0552536913,127000,32660.9568254149,36870.2396210062,904098.270639837,931868.290716065,1074857.80682441,15.344391212032,-74.2827111610906
0.36,0.0240825294666769,82961.0552536913,127000,33581.9952632175,37884.1381993703,904098.270639837,931868.290716065,1074058.73287112,15.2586415453407,-73.5574840447106
0.37,0.024751488618529,82961.0552536913,127000,34502.3661966518,38895.8883685725,904098.270639837,931868.290716065,1073260.28451365,15.1729590121517,-72.8327825223214
0.38,0.0254204477703812,82961.0552536913,127000,35422.0701472443,39905.4939639166,904098.270639837,931868.290716065,1072462.46124585,15.0873435581496,-72.1086061832722
0.39,0.0260894069222333,82961.0552536913,127000,36341.1076360974,40912.9588141385,904098.270639837,931868.290716065,1071665.262562,15.001795129064,-71.3849546172461
0.4,0.0267583660740855,82961.0552536913,127000,37259.4791838903,41918.2867414171,904098.270639837,931868.290716065,1070868.68795678,14.9163136706694,-70.6618274142596
0.41,0.0274273252259376,82961.0552536913,127000,38177.1853108788,42921.4815613861,904098.270639837,931868.290716065,1070072.7369253,14.8308991287851,-69.9392241646624
0.42,0.0280962843777897,82961.0552536913,127000,39094.226536896,43922.5470831443,904098.270639837,931868.290716065,1069277.40896308,14.7455514492753,-69.217144459137
0.43,0.0287652435296419,82961.0552536913,127000,40010.6033813528,44921.4871092672,904098.270639837,931868.290716065,1068482.70356608,14.6602705780487,-68.4955878886986
