Ffactor,Fbar,Catch_2017,Catch_2018,Catch_2019,Catch_2020,SSB_2018,SSB_2019,SSB_2020,Change_SSB_2019-2020(%),Change_Catch_2018-2019(%)
0,0,82961.0552536913,164000,0,0,904098.270639837,899989.652135944,1069802.06372117,18.8682626719331,-100
0.01,0.000668959151852137,82961.0552536913,164000,915.873781634589,1062.14601069281,904098.270639837,899989.652135944,1069007.61538568,18.7799896197259,-99.4415403770521
0.02,0.00133791830370427,82961.0552536913,164000,1831.08441704379,2122.07538096346,904098.270639837,899989.652135944,1068213.78853211,18.6917856218589,-98.8834851115587
0.03,0.00200687745555641,82961.0552536913,164000,2745.63242400447,3179.79204894665,904098.270639837,899989.652135944,1067420.58265793,18.6036506224953,-98.3258338878022
0.04,0.00267583660740855,82961.0552536913,164000,3659.51831987286,4235.29994604711,904098.270639837,899989.652135944,1066627.99726102,18.5155845658444,-97.7685863903214
0.05,0.00334479575926068,82961.0552536913,164000,4572.74262158499,5288.60299695099,904098.270639837,899989.652135944,1065836.03183971,18.4275873961618,-97.2117423039116
0.06,0.00401375491111282,82961.0552536913,164000,5485.30584565695,6339.70511963723,904098.270639837,899989.652135944,1065044.6858927,18.3396590577491,-96.6553013136238
0.07,0.00468271406296496,82961.0552536913,164000,6397.20850818531,7388.61022538896,904098.270639837,899989.652135944,1064253.95891913,18.2517994949537,-96.0992631047651
0.08,0.00535167321481709,82961.0552536913,164000,7308.45112484742,8435.32221880483,904098.270639837,899989.652135944,1063463.85041855,18.1640086521694,-95.5436273628979
0.09,0.00602063236666923,82961.0552536913,164000,8219.03421090179,9479.84499781032,904098.270639837,899989.652135944,1062674.35989091,18.0762864738357,-94.9883937738404
0.1,0.00668959151852136,82961.0552536913,164000,9128.95828118841,10522.182453669,904098.270639837,899989.652135944,1061885.48683661,17.9886329044381,-94.4335620236656
0.11,0.0073585506703735,82961.0552536913,164000,10038.2238501291,11562.3384709941,904098.270639837,899989.652135944,1061097.23075642,17.901047888508,-93.8791317987017
0.12,0.00802750982222564,82961.0552536913,164000,10946.831431728,12600.3169277591,904098.270639837,899989.652135944,1060309.59115154,17.8135313706226,-93.3251027855317
0.13,0.00869646897407778,82961.0552536913,164000,11854.7815395716,13636.12169531,904098.270639837,899989.652135944,1059522.56752359,17.7260832954049,-92.7714746709929
0.14,0.00936542812592991,82961.0552536913,164000,12762.0746868293,14669.7566383755,904098.270639837,899989.652135944,1058736.15937459,17.6387036075237,-92.2182471421772
0.15,0.010034387277782,82961.0552536913,164000,13668.7113862539,15701.2256150789,904098.270639837,899989.652135944,1057950.36620698,17.5513922516936,-91.6654198864305
0.16,0.0107033464296342,82961.0552536913,164000,14574.6921501817,16730.5324769492,904098.270639837,899989.652135944,1057165.1875236,17.4641491726747,-91.1129925913526
0.17,0.0113723055814863,82961.0552536913,164000,15480.0174905328,17757.6810689318,904098.270639837,899989.652135944,1056380.62282772,17.376974315273,-90.5609649447971
0.18,0.0120412647333385,82961.0552536913,164000,16384.6879188117,18782.6752294004,904098.270639837,899989.652135944,1055596.67162301,17.2898676243399,-90.0093366348709
0.19,0.0127102238851906,82961.0552536913,164000,17288.7039461074,19805.5187901675,904098.270639837,899989.652135944,1054813.33341353,17.2028290447725,-89.4581073499345
0.2,0.0133791830370427,82961.0552536913,164000,18192.0660830942,20826.2155764958,904098.270639837,899989.652135944,1054030.60770379,17.1158585215134,-88.9072767786011
0.21,0.0140481421888949,82961.0552536913,164000,19094.7748400312,21844.7694071092,904098.270639837,899989.652135944,1053248.49399868,17.0289559995507,-88.3568446097371
0.22,0.014717101340747,82961.0552536913,164000,19996.8307267635,22861.1840942042,904098.270639837,899989.652135944,1052466.99180351,16.9421214239179,-87.8068105324613
0.23,0.0153860604925991,82961.0552536913,164000,20898.2342527222,23875.4634434603,904098.270639837,899989.652135944,1051686.100624,16.855354739694,-87.257174236145
0.24,0.0160550196444513,82961.0552536913,164000,21798.9859269245,24887.6112540517,904098.270639837,899989.652135944,1050905.81996626,16.7686558920034,-86.7079354104119
0.25,0.0167239787963034,82961.0552536913,164000,22699.0862579744,25897.6313186581,904098.270639837,899989.652135944,1050126.14933684,16.6820248260159,-86.1590937451375
0.26,0.0173929379481556,82961.0552536913,164000,23598.5357540632,26905.5274234754,904098.270639837,899989.652135944,1049347.08824267,16.5954614869464,-85.6106489304493
0.27,0.0180618971000077,82961.0552536913,164000,24497.3349229691,27911.3033482271,904098.270639837,899989.652135944,1048568.6361911,16.5089658200552,-85.0626006567262
0.28,0.0187308562518598,82961.0552536913,164000,25395.4842720583,28914.9628661751,904098.270639837,899989.652135944,1047790.79268989,16.422537770648,-84.5149486145986
0.29,0.019399815403712,82961.0552536913,164000,26292.984308285,29916.5097441307,904098.270639837,899989.652135944,1047013.5572472,16.3361772840753,-83.9676924949481
0.3,0.0200687745555641,82961.0552536913,164000,27189.8355381919,30915.9477424654,904098.270639837,899989.652135944,1046236.92937161,16.2498843057332,-83.4208319889074
0.31,0.0207377337074162,82961.0552536913,164000,28086.0384679102,31913.2806151218,904098.270639837,899989.652135944,1045460.90857207,16.1636587810625,-82.8743667878596
0.32,0.0214066928592684,82961.0552536913,164000,28981.5936031605,32908.5121096249,904098.270639837,899989.652135944,1044685.49435798,16.0775006555494,-82.3282965834387
0.33,0.0220756520111205,82961.0552536913,164000,29876.5014492525,33901.6459670923,904098.270639837,899989.652135944,1043910.68623912,15.9914098747251,-81.782621067529
0.34,0.0227446111629726,82961.0552536913,164000,30770.7625110858,34892.6859222457,904098.270639837,899989.652135944,1043136.48372567,15.9053863841657,-81.2373399322647
0.35,0.0234135703148248,82961.0552536913,164000,31664.3772931502,35881.6357034213,904098.270639837,899989.652135944,1042362.88632825,15.8194301294922,-80.6924528700304
0.36,0.0240825294666769,82961.0552536913,164000,32557.3462995259,36868.4990325807,904098.270639837,899989.652135944,1041589.89355784,15.7335410563707,-80.1479595734598
0.37,0.024751488618529,82961.0552536913,164000,33449.6700338838,37853.279625322,904098.270639837,899989.652135944,1040817.50492585,15.6477191105121,-79.6038597354367
0.38,0.0254204477703812,82961.0552536913,164000,34341.348999486,38835.9811908901,904098.270639837,899989.652135944,1040045.71994409,15.5619642376723,-79.0601530490939
0.39,0.0260894069222333,82961.0552536913,164000,35232.3836991862,39816.6074321879,904098.270639837,899989.652135944,1039274.53812477,15.4762763836518,-78.5168392078133
0.4,0.0267583660740855,82961.0552536913,164000,36122.7746354295,40795.1620457867,904098.270639837,899989.652135944,1038503.9589805,15.390655494296,-77.9739179052259
0.41,0.0274273252259376,82961.0552536913,164000,37012.5223102536,41771.6487219372,904098.270639837,899989.652135944,1037733.9820243,15.3051015154951,-77.4313888352112
0.42,0.0280962843777897,82961.0552536913,164000,37901.6272252885,42746.07114458,904098.270639837,899989.652135944,1036964.60676959,15.2196143931838,-76.8892516918973
0.43,0.0287652435296419,82961.0552536913,164000,38790.0898817569,43718.4329913565,904098.270639837,899989.652135944,1036195.83273019,15.1341940733417,-76.3475061696604
0.44,0.029434202681494,82961.0552536913,164000,39677.9107804749,44688.7379336194,904098.270639837,899989.652135944,1035427.65942032,15.0488405019929,-75.8061519631251
0.45,0.0301031618333461,82961.0552536913,164000,40565.090421852,45656.9896364433,904098.270639837,899989.652135944,1034660.08635461,14.9635536252061,-75.2651887671634
0.46,0.0307721209851983,82961.0552536913,164000,41451.6293058915,46623.1917586355,904098.270639837,899989.652135944,1033893.11304808,14.8783333890946,-74.7246162768954
0.47,0.0314410801370504,82961.0552536913,164000,42337.5279321909,47587.3479527468,904098.270639837,899989.652135944,1033126.73901616,14.7931797398162,-74.1844341876885
0.48,0.0321100392889026,82961.0552536913,164000,43222.7867999422,48549.4618650814,904098.270639837,899989.652135944,1032360.96377467,14.7080926235732,-73.6446421951572
0.49,0.0327789984407547,82961.0552536913,164000,44107.4064079323,49509.5371357084,904098.270639837,899989.652135944,1031595.78683984,14.6230719866122,-73.1052399951632
0.5,0.0334479575926068,82961.0552536913,164000,44991.3872545433,50467.5773984715,904098.270639837,899989.652135944,1030831.2077283,14.5381177752244,-72.5662272838151
0.51,0.034116916744459,82961.0552536913,164000,45874.7298377527,51423.5862810004,904098.270639837,899989.652135944,1030067.22595707,14.4532299357454,-72.0276037574679
0.52,0.0347858758963111,82961.0552536913,164000,46757.434655134,52377.5674047205,904098.270639837,899989.652135944,1029303.84104357,14.3684084145549,-71.4893691127232
0.53,0.0354548350481632,82961.0552536913,164000,47639.5022038568,53329.5243848638,904098.270639837,899989.652135944,1028541.05250563,14.283653158077,-70.9515230464288
0.54,0.0361237942000154,82961.0552536913,164000,48520.9329806873,54279.4608304798,904098.270639837,899989.652135944,1027778.85986146,14.1989641127801,-70.4140652556785
0.55,0.0367927533518675,82961.0552536913,164000,49401.7274819886,55227.380344445,904098.270639837,899989.652135944,1027017.26262969,14.1143412251768,-69.8769954378119
0.56,0.0374617125037196,82961.0552536913,164000,50281.8862037208,56173.2865234743,904098.270639837,899989.652135944,1026256.26032934,14.0297844418239,-69.3403132904141
0.57,0.0381306716555718,82961.0552536913,164000,51161.4096414418,57117.1829581309,904098.270639837,899989.652135944,1025495.85247981,13.9452937093223,-68.804018511316
0.58,0.0387996308074239,82961.0552536913,164000,52040.2982903072,58059.073232837,904098.270639837,899989.652135944,1024736.03860092,13.8608689743171,-68.2681107985932
0.59,0.0394685899592761,82961.0552536913,164000,52918.5526450709,58998.9609258839,904098.270639837,899989.652135944,1023976.81821287,13.7765101834972,-67.7325898505666
0.6,0.0401375491111282,82961.0552536913,164000,53796.1732000852,59936.8496094427,904098.270639837,899989.652135944,1023218.19083628,13.692217283596,-67.1974553658017
0.61,0.0408065082629803,82961.0552536913,164000,54673.1604493014,60872.7428495744,904098.270639837,899989.652135944,1022460.15599213,13.6079902213905,-66.6627070431089
0.62,0.0414754674148325,82961.0552536913,164000,55549.51488627,61806.6442062406,904098.270639837,899989.652135944,1021702.71320183,13.5238289437018,-66.1283445815427
0.63,0.0421444265666846,82961.0552536913,164000,56425.2370041411,62738.5572333135,904098.270639837,899989.652135944,1020945.86198716,13.4397333973949,-65.5943676804018
0.64,0.0428133857185367,82961.0552536913,164000,57300.3272956644,63668.4854785862,904098.270639837,899989.652135944,1020189.60187031,13.3557035293787,-65.060776039229
0.65,0.0434823448703889,82961.0552536913,164000,58174.7862531901,64596.4324837834,904098.270639837,899989.652135944,1019433.93237386,13.2717392866061,-64.5275693578109
0.66,0.044151304022241,82961.0552536913,164000,59048.6143686688,65522.4017845712,904098.270639837,899989.652135944,1018678.85302079,13.1878406160735,-63.9947473361776
0.67,0.0448202631740931,82961.0552536913,164000,59921.812133652,66446.3969105676,904098.270639837,899989.652135944,1017924.36333446,13.1040074648213,-63.4623096746025
0.68,0.0454892223259453,82961.0552536913,164000,60794.3800392924,67368.4213853529,904098.270639837,899989.652135944,1017170.46283863,13.0202397799336,-62.9302560736022
0.69,0.0461581814777974,82961.0552536913,164000,61666.3185763441,68288.4787264796,904098.270639837,899989.652135944,1016417.15105747,12.9365375085382,-62.3985862339365
0.7,0.0468271406296496,82961.0552536913,164000,62537.6282351634,69206.5724454827,904098.270639837,899989.652135944,1015664.42751552,12.8529005978066,-61.8672998566077
0.71,0.0474960997815017,82961.0552536913,164000,63408.3095057085,70122.7060478902,904098.270639837,899989.652135944,1014912.29173772,12.7693289949537,-61.3363966428607
0.72,0.0481650589333538,82961.0552536913,164000,64278.3628775401,71036.8830332328,904098.270639837,899989.652135944,1014160.74324941,12.6858226472384,-60.8058762941829
0.73,0.048834018085206,82961.0552536913,164000,65147.7888398219,71949.1068950544,904098.270639837,899989.652135944,1013409.7815763,12.6023815019629,-60.2757385123037
0.74,0.0495029772370581,82961.0552536913,164000,66016.5878813208,72859.381120922,904098.270639837,899989.652135944,1012659.40624453,12.5190055064728,-59.7459829991946
0.75,0.0501719363889102,82961.0552536913,164000,66884.7604904071,73767.7091924363,904098.270639837,899989.652135944,1011909.61678059,12.4356946081575,-59.2166094570688
0.76,0.0508408955407624,82961.0552536913,164000,67752.3071550551,74674.0945852412,904098.270639837,899989.652135944,1011160.41271139,12.3524487544497,-58.687617588381
0.77,0.0515098546926145,82961.0552536913,164000,68619.228362843,75578.540769034,904098.270639837,899989.652135944,1010411.79356421,12.2692678928253,-58.1590070958274
0.78,0.0521788138444666,82961.0552536913,164000,69485.5246009538,76481.0512075761,904098.270639837,899989.652135944,1009663.75886674,12.186151970804,-57.6307776823453
0.79,0.0528477729963188,82961.0552536913,164000,70351.1963561751,77381.6293587023,904098.270639837,899989.652135944,1008916.30814705,12.1031009359486,-57.1029290511128
0.8,0.0535167321481709,82961.0552536913,164000,71216.2441148998,78280.278674331,904098.270639837,899989.652135944,1008169.4409336,12.020114735865,-56.5754609055489
0.81,0.0541856913000231,82961.0552536913,164000,72080.6683631263,79177.0026004747,904098.270639837,899989.652135944,1007423.15675523,11.9371933182028,-56.0483729493132
0.82,0.0548546504518752,82961.0552536913,164000,72944.4695864587,80071.8045772493,904098.270639837,899989.652135944,1006677.4551412,11.8543366306545,-55.5216648863057
0.83,0.0555236096037273,82961.0552536913,164000,73807.6482701072,80964.6880388849,904098.270639837,899989.652135944,1005932.33562111,11.771544620956,-54.9953364206663
0.84,0.0561925687555795,82961.0552536913,164000,74670.2048988887,81855.6564137348,904098.270639837,899989.652135944,1005187.797725,11.6888172368861,-54.4693872567752
0.85,0.0568615279074316,82961.0552536913,164000,75532.1399572268,82744.7131242864,904098.270639837,899989.652135944,1004443.84098326,11.606154426267,-53.943817099252
0.86,0.0575304870592837,82961.0552536913,164000,76393.453929152,83631.8615871704,904098.270639837,899989.652135944,1003700.46492669,11.5235561369638,-53.4186256529561
0.87,0.0581994462111359,82961.0552536913,164000,77254.1472983025,84517.1052131712,904098.270639837,899989.652135944,1002957.66908647,11.4410223168848,-52.8938126229863
0.88,0.058868405362988,82961.0552536913,164000,78114.2205479243,85400.4474072367,904098.270639837,899989.652135944,1002215.45299416,11.3585529139811,-52.3693777146803
0.89,0.0595373645148401,82961.0552536913,164000,78973.6741608713,86281.8915684879,904098.270639837,899989.652135944,1001473.81618171,11.276147876247,-51.8453206336151
0.9,0.0602063236666923,82961.0552536913,164000,79832.5086196059,87161.4410902293,904098.270639837,899989.652135944,1000732.75818147,11.1938071517196,-51.3216410856062
0.91,0.0608752828185444,82961.0552536913,164000,80690.7244061993,88039.0993599581,904098.270639837,899989.652135944,999992.278526164,11.1115306884789,-50.7983387767077
0.92,0.0615442419703966,82961.0552536913,164000,81548.3220023318,88914.8697593747,904098.270639837,899989.652135944,999252.376748897,11.0293184346479,-50.2754134132123
0.93,0.0622132011222487,82961.0552536913,164000,82405.301889293,89788.755664392,904098.270639837,899989.652135944,998513.05238317,10.9471703383923,-49.7528647016506
0.94,0.0628821602741008,82961.0552536913,164000,83261.6645479823,90660.7604451456,904098.270639837,899989.652135944,997774.304962865,10.8650863479206,-49.2306923487913
0.95,0.063551119425953,82961.0552536913,164000,84117.4104589091,91530.8874660031,904098.270639837,899989.652135944,997036.134022248,10.7830664114841,-48.7088960616408
0.96,0.0642200785778051,82961.0552536913,164000,84972.5401021932,92399.1400855745,904098.270639837,899989.652135944,996298.539095972,10.701110477377,-48.1874755474432
0.97,0.0648890377296572,82961.0552536913,164000,85827.0539575651,93265.5216567215,904098.270639837,899989.652135944,995561.519719072,10.6192184939357,-47.6664305136798
0.98,0.0655579968815094,82961.0552536913,164000,86680.9525043664,94130.0355265672,904098.270639837,899989.652135944,994825.075426968,10.5373904095399,-47.1457606680693
0.99,0.0662269560333615,82961.0552536913,164000,87534.2362215497,94992.6850365063,904098.270639837,899989.652135944,994089.205755463,10.4556261726113,-46.6254657185672
1,0.0668959151852137,82961.0552536913,164000,88386.9055876798,95853.4735222142,904098.270639837,899989.652135944,993353.910240744,10.3739257316146,-46.105545373366
1.01,0.0675648743370658,82961.0552536913,164000,89238.961080933,96712.4043136571,904098.270639837,899989.652135944,992619.188419379,10.2922890350569,-45.5859993408945
1.02,0.0682338334889179,82961.0552536913,164000,90090.4031790983,97569.4807351016,904098.270639837,899989.652135944,991885.03982832,10.2107160314878,-45.0668273298181
1.03,0.0689027926407701,82961.0552536913,164000,90941.2323595771,98424.7061051243,904098.270639837,899989.652135944,991151.464004903,10.1292066694994,-44.5480290490384
1.04,0.0695717517926222,82961.0552536913,164000,91791.4490993837,99278.0837366212,904098.270639837,899989.652135944,990418.460486842,10.0477608977262,-44.0296042076929
1.05,0.0702407109444743,82961.0552536913,164000,92641.0538751457,100129.616936818,904098.270639837,899989.652135944,989686.028812236,9.96637866484521,-43.5115525151551
1.06,0.0709096700963265,82961.0552536913,164000,93490.0471631046,100979.309007279,904098.270639837,899989.652135944,988954.168519563,9.88505991957565,-42.9938736810338
1.07,0.0715786292481786,82961.0552536913,164000,94338.4294391155,101827.163243916,904098.270639837,899989.652135944,988222.879147684,9.80380461067919,-42.4765674151735
1.08,0.0722475884000308,82961.0552536913,164000,95186.2011786478,102673.182937002,904098.270639837,899989.652135944,987492.160235838,9.72261268695973,-41.9596334276538
1.09,0.0729165475518829,82961.0552536913,164000,96033.3628567856,103517.371371173,904098.270639837,899989.652135944,986762.011323648,9.64148409726349,-41.4430714287893
1.1,0.073585506703735,82961.0552536913,164000,96879.9149482275,104359.731825446,904098.270639837,899989.652135944,986032.431951114,9.56041879047887,-40.9268811291296
1.11,0.0742544658555871,82961.0552536913,164000,97725.8579272878,105200.267573223,904098.270639837,899989.652135944,985303.421658618,9.4794167155365,-40.4110622394587
1.12,0.0749234250074393,82961.0552536913,164000,98571.192267896,106038.981882302,904098.270639837,899989.652135944,984574.979986918,9.3984778214091,-39.8956144707951
1.13,0.0755923841592914,82961.0552536913,164000,99415.9184435975,106875.878014888,904098.270639837,899989.652135944,983847.106477154,9.31760205711158,-39.3805375343918
1.14,0.0762613433111436,82961.0552536913,164000,100260.036927554,107710.959227599,904098.270639837,899989.652135944,983119.800670845,9.23678937170088,-38.8658311417354
1.15,0.0769303024629957,82961.0552536913,164000,101103.548192543,108544.228771479,904098.270639837,899989.652135944,982393.062109886,9.15603971427603,-38.3514950045468
1.16,0.0775992616148478,82961.0552536913,164000,101946.45271096,109375.689892007,904098.270639837,899989.652135944,981666.890336552,9.07535303397804,-37.8375288347802
1.17,0.0782682207667,82961.0552536913,164000,102788.750954817,110205.345829103,904098.270639837,899989.652135944,980941.284893495,8.99472927998993,-37.3239323446236
1.18,0.0789371799185521,82961.0552536913,164000,103630.443395743,111033.199817141,904098.270639837,899989.652135944,980216.245323746,8.91416840153663,-36.810705246498
1.19,0.0796061390704043,82961.0552536913,164000,104471.530504985,111859.255084958,904098.270639837,899989.652135944,979491.771170711,8.83367034788501,-36.2978472530577
1.2,0.0802750982222564,82961.0552536913,164000,105312.012753409,112683.514855863,904098.270639837,899989.652135944,978767.861978173,8.75323506834378,-35.7853580771897
1.21,0.0809440573741085,82961.0552536913,164000,106151.890611498,113505.982347644,904098.270639837,899989.652135944,978044.517290293,8.67286251226352,-35.2732374320137
1.22,0.0816130165259607,82961.0552536913,164000,106991.164549353,114326.660772581,904098.270639837,899989.652135944,977321.736651609,8.59255262903659,-34.7614850308821
1.23,0.0822819756778128,82961.0552536913,164000,107829.835036698,115145.553337453,904098.270639837,899989.652135944,976599.519607031,8.51230536809713,-34.2501005873795
1.24,0.0829509348296649,82961.0552536913,164000,108667.902542871,115962.663243549,904098.270639837,899989.652135944,975877.865701848,8.43212067892099,-33.7390838153225
